Year,Month,Day,Hour,Minute,Load
2017,10,10,07,09,7.1
2017,10,10,07,24,6.8
2017,10,10,07,39,6.9
2017,10,10,07,54,6.7
2017,10,10,08,09,8.2
2017,10,10,08,24,8.5
2017,10,10,08,39,6.7
2017,10,10,08,54,6.5
2017,10,10,09,09,7.8
2017,10,10,09,24,6.7
2017,10,10,09,39,6.9
2017,10,10,09,54,7.3
2017,10,10,10,09,6.8
2017,10,10,10,24,7.2
2017,10,10,10,39,7.2
2017,10,10,10,54,10.7
2017,10,10,11,09,6.5
2017,10,10,11,24,9.1
2017,10,10,11,39,8.1
2017,10,10,11,54,10.0
2017,10,10,12,09,14.8
2017,10,10,12,24,8.2
2017,10,10,12,39,7.4
2017,10,10,12,54,9.0
2017,10,10,13,09,12.6
2017,10,10,13,24,8.9
2017,10,10,13,39,7.3
2017,10,10,13,54,6.3
2017,10,10,14,09,6.4
2017,10,10,14,24,6.3
2017,10,10,14,39,6.7
2017,10,10,14,54,7.6
2017,10,10,15,09,8.9
2017,10,10,15,24,6.4
2017,10,10,15,39,6.3
2017,10,10,15,54,8.7
2017,10,10,16,09,7.9
2017,10,10,16,24,9.4
2017,10,10,16,39,6.4
2017,10,10,16,54,6.1
2017,10,10,17,09,7.0
2017,10,10,17,24,7.2
2017,10,10,17,39,7.2
2017,10,10,17,54,10.1
2017,10,10,18,09,11.3
2017,10,10,18,24,8.1
2017,10,10,18,39,11.8
2017,10,10,18,54,9.7
2017,10,10,19,09,11.1
2017,10,10,19,24,13.4
2017,10,10,19,39,8.4
2017,10,10,19,54,10.2
2017,10,10,20,09,9.5
2017,10,10,20,24,8.2
2017,10,10,20,39,9.4
2017,10,10,20,54,7.8
2017,10,10,21,09,9.2
2017,10,10,21,24,8.8
2017,10,10,21,39,8.5
2017,10,10,21,54,12.5
2017,10,10,22,09,7.4
2017,10,10,22,24,8.1
2017,10,10,22,39,7.1
2017,10,10,22,54,7.3
2017,10,10,23,09,10.5
2017,10,10,23,24,7.3
2017,10,10,23,39,7.4
2017,10,10,23,54,7.3
2017,10,10,00,09,7.1
2017,10,10,00,24,6.9
2017,10,10,00,39,6.7
2017,10,10,00,54,6.1
2017,10,10,01,09,7.2
2017,10,10,01,24,7.7
2017,10,10,01,39,7.9
2017,10,10,01,54,7.6
2017,10,10,02,09,6.3
2017,10,10,02,24,6.3
2017,10,10,02,39,5.8
2017,10,10,02,54,5.9
2017,10,10,03,09,5.7
2017,10,10,03,24,5.8
2017,10,10,03,39,6.0
2017,10,10,03,54,5.8
2017,10,10,04,09,6.1
2017,10,10,04,24,6.2
2017,10,10,04,39,5.7
2017,10,10,04,54,5.9
2017,10,10,05,09,5.8
2017,10,10,05,24,7.3
2017,10,10,05,39,6.6
2017,10,10,05,54,6.4
2017,10,10,06,09,6.2
2017,10,10,06,24,5.9
2017,10,10,06,39,6.3
2017,10,10,06,54,6.2
2017,10,10,07,09,7.1
2017,10,10,07,24,8.8
2017,10,10,07,39,6.3
2017,10,10,07,54,6.9
2017,10,10,08,09,7.3
2017,10,10,08,24,8.7
2017,10,10,08,39,7.6
2017,10,10,08,54,6.8
2017,10,10,09,09,7.9
2017,10,10,09,24,7.1
2017,10,10,09,39,8.0
2017,10,10,09,54,6.8
2017,10,10,10,09,6.5
2017,10,10,10,24,6.3
2017,10,10,10,39,6.1
2017,10,10,10,54,6.1
2017,10,10,11,09,7.1
2017,10,10,11,24,7.1
2017,10,10,11,39,7.8
2017,10,10,11,54,7.6
2017,10,10,12,09,8.1
2017,10,10,12,24,10.2
2017,10,10,12,39,7.7
2017,10,10,12,54,8.4
2017,10,10,13,09,7.9
2017,10,10,13,24,10.3
2017,10,10,13,39,7.0
2017,10,10,13,54,12.7
2017,10,10,14,09,14.3
2017,10,10,14,24,13.1
2017,10,10,14,39,13.1
2017,10,10,14,54,10.2
2017,10,10,15,09,7.3
2017,10,10,15,24,7.5
2017,10,10,15,39,8.5
2017,10,10,15,54,7.3
2017,10,10,16,09,12.2
2017,10,10,16,24,10.0
2017,10,10,16,39,10.4
2017,10,10,16,54,13.8
2017,10,10,17,09,12.4
2017,10,10,17,24,11.0
2017,10,10,17,39,11.3
2017,10,10,17,54,12.8
2017,10,10,18,09,8.9
2017,10,10,18,24,8.6
2017,10,10,18,39,9.3
2017,10,10,18,54,9.7
2017,10,10,19,09,10.4
2017,10,10,19,24,8.1
2017,10,10,19,39,8.1
2017,10,10,19,54,9.1
2017,10,10,20,09,11.8
2017,10,10,20,24,8.8
2017,10,10,20,39,8.1
2017,10,10,20,54,8.5
2017,10,10,21,09,8.9
2017,10,10,21,24,10.0
2017,10,10,21,39,9.3
2017,10,10,21,54,9.5
2017,10,10,22,09,8.6
2017,10,10,22,24,9.2
2017,10,10,22,39,9.7
2017,10,10,22,54,8.8
2017,10,10,23,09,8.1
2017,10,10,23,24,7.8
2017,10,10,23,39,7.2
2017,10,10,23,54,7.2
2017,10,10,00,09,6.9
2017,10,10,00,24,7.9
2017,10,10,00,39,7.3
2017,10,10,00,54,6.7
2017,10,10,01,09,6.5
2017,10,10,01,24,6.4
2017,10,10,01,39,6.1
2017,10,10,01,54,6.4
2017,10,10,02,09,6.2
2017,10,10,02,24,6.3
2017,10,10,02,39,6.2
2017,10,10,02,54,6.0
2017,10,10,03,09,6.1
2017,10,10,03,24,5.8
2017,10,10,03,39,5.9
2017,10,10,03,54,5.8
2017,10,10,04,09,5.9
2017,10,10,04,24,5.7
2017,10,10,04,39,5.8
2017,10,10,04,54,5.7
2017,10,10,05,09,5.8
2017,10,10,05,24,6.1
2017,10,10,05,39,6.0
2017,10,10,05,54,5.9
2017,10,10,06,09,5.6
2017,10,10,06,24,5.7
2017,10,10,06,39,5.7
2017,10,10,06,54,6.1
2017,10,10,07,09,6.9
2017,10,10,07,24,5.9
2017,10,10,07,39,6.1
2017,10,10,07,54,7.7
2017,10,10,08,09,7.0
2017,10,10,08,24,8.1
2017,10,10,08,39,9.7
2017,10,10,08,54,8.3
2017,10,10,09,09,9.4
2017,10,10,09,24,9.5
2017,10,10,09,39,8.1
2017,10,10,09,54,8.6
2017,10,10,10,09,7.8
2017,10,10,10,24,7.3
2017,10,10,10,39,9.5
2017,10,10,10,54,8.6
2017,10,10,11,09,8.9
2017,10,10,11,24,7.8
2017,10,10,11,39,8.9
2017,10,10,11,54,8.4
2017,10,10,12,09,7.6
2017,10,10,12,24,9.6
2017,10,10,12,39,10.2
2017,10,10,12,54,12.2
2017,10,10,13,09,10.9
2017,10,10,13,24,7.5
2017,10,10,13,39,7.5
2017,10,10,13,54,7.9
2017,10,10,14,09,10.3
2017,10,10,14,24,12.7
2017,10,10,14,39,8.0
2017,10,10,14,54,9.0
2017,10,10,15,09,8.2
2017,10,10,15,24,10.0
2017,10,10,15,39,11.1
2017,10,10,15,54,11.2
2017,10,10,16,09,10.6
2017,10,10,16,24,8.6
2017,10,10,16,39,8.6
2017,10,10,16,54,12.1
2017,10,10,17,09,10.2
2017,10,10,17,24,11.3
2017,10,10,17,39,11.3
2017,10,10,17,54,13.4
2017,10,10,18,09,12.7
2017,10,10,18,24,12.2
2017,10,10,18,39,13.2
2017,10,10,18,54,9.8
2017,10,10,19,09,9.9
2017,10,10,19,24,11.1
2017,10,10,19,39,12.2
2017,10,10,19,54,19.0
2017,10,10,20,09,21.0
2017,10,10,20,24,18.9
2017,10,10,20,39,14.3
2017,10,10,20,54,20.6
2017,10,10,21,09,16.5
2017,10,10,21,24,12.1
2017,10,10,21,39,12.2
2017,10,10,21,54,14.5
2017,10,10,22,09,11.8
2017,10,10,22,24,10.9
2017,10,10,22,39,9.7
2017,10,10,22,54,7.8
2017,10,10,23,09,8.3
2017,10,10,23,24,8.6
2017,10,10,23,39,13.9
2017,10,10,23,54,12.8
2017,10,10,00,09,12.7
2017,10,10,00,24,9.2
2017,10,10,00,39,9.3
2017,10,10,00,54,7.9
2017,10,10,01,09,8.4
2017,10,10,01,24,7.9
2017,10,10,01,39,7.5
2017,10,10,01,54,7.6
2017,10,10,02,09,6.7
2017,10,10,02,24,6.4
2017,10,10,02,39,5.9
2017,10,10,02,54,6.2
2017,10,10,03,09,5.8
2017,10,10,03,24,6.2
2017,10,10,03,39,6.1
2017,10,10,03,54,5.8
2017,10,10,04,09,5.8
2017,10,10,04,24,6.0
2017,10,10,04,39,5.7
2017,10,10,04,54,5.8
2017,10,10,05,09,5.9
2017,10,10,05,24,7.5
2017,10,10,05,39,6.4
2017,10,10,05,54,6.2
2017,10,10,06,09,5.8
2017,10,10,06,24,6.1
2017,10,10,06,39,6.2
2017,10,10,06,54,6.0
2017,10,10,07,09,6.4
2017,10,10,07,24,7.0
2017,10,10,07,39,10.8
2017,10,10,07,54,10.5
2017,10,10,08,09,8.9
2017,10,10,08,24,8.6
2017,10,10,08,39,8.7
2017,10,10,08,54,7.9
2017,10,10,09,09,7.9
2017,10,10,09,24,8.0
2017,10,10,09,39,7.7
2017,10,10,09,54,8.3
2017,10,10,10,09,9.2
2017,10,10,10,24,8.2
2017,10,10,10,39,8.8
2017,10,10,10,54,8.4
2017,10,10,11,09,8.0
2017,10,10,11,24,8.1
2017,10,10,11,39,9.5
2017,10,10,11,54,12.2
2017,10,10,12,09,9.1
2017,10,10,12,24,9.2
2017,10,10,12,39,9.1
2017,10,10,12,54,9.2
2017,10,10,13,09,9.7
2017,10,10,13,24,8.3
2017,10,10,13,39,9.0
2017,10,10,13,54,10.4
2017,10,10,14,09,7.3
2017,10,10,14,24,9.6
2017,10,10,14,39,11.7
2017,10,10,14,54,9.5
2017,10,10,15,09,8.5
2017,10,10,15,24,9.3
2017,10,10,15,39,7.8
2017,10,10,15,54,9.5
2017,10,10,16,09,8.9
2017,10,10,16,24,9.5
2017,10,10,16,39,9.8
2017,10,10,16,54,11.5
2017,10,10,17,09,12.1
2017,10,10,17,24,13.6
2017,10,10,17,39,8.9
2017,10,10,17,54,8.5
2017,10,10,18,09,8.5
2017,10,10,18,24,9.4
2017,10,10,18,39,10.2
2017,10,10,18,54,8.6
2017,10,10,19,09,7.6
2017,10,10,19,24,8.2
2017,10,10,19,39,7.6
2017,10,10,19,54,13.2
2017,10,10,20,09,10.1
2017,10,10,20,24,9.7
2017,10,10,20,39,11.1
2017,10,10,20,54,8.4
2017,10,10,21,09,9.1
2017,10,10,21,24,12.1
2017,10,10,21,39,11.6
2017,10,10,21,54,9.1
2017,10,10,22,09,9.8
2017,10,10,22,24,10.4
2017,10,10,22,39,9.7
2017,10,10,22,54,8.5
2017,10,10,23,09,8.0
2017,10,10,23,24,9.3
2017,10,10,23,39,8.5
2017,10,10,23,54,8.6
2017,10,10,00,09,6.9
2017,10,10,00,24,6.3
2017,10,10,00,39,6.7
2017,10,10,00,54,7.5
2017,10,10,01,09,8.0
2017,10,10,01,24,6.6
2017,10,10,01,39,6.3
2017,10,10,01,54,5.7
2017,10,10,02,09,5.7
2017,10,10,02,24,5.8
2017,10,10,02,39,5.9
2017,10,10,02,54,6.1
2017,10,10,03,09,6.4
2017,10,10,03,24,5.8
2017,10,10,03,39,5.8
2017,10,10,03,54,5.3
2017,10,10,04,09,5.6
2017,10,10,04,24,5.9
2017,10,10,04,39,6.1
2017,10,10,04,54,6.1
2017,10,10,05,09,6.0
2017,10,10,05,24,5.9
2017,10,10,05,39,5.3
2017,10,10,05,54,5.6
2017,10,10,06,09,5.8
2017,10,10,06,24,5.8
2017,10,10,06,39,6.3
2017,10,10,06,54,6.0
2017,10,10,07,09,6.1
2017,10,10,07,24,6.7
2017,10,10,07,39,6.3
2017,10,10,07,54,7.7
2017,10,10,08,09,7.5
2017,10,10,08,24,7.8
2017,10,10,08,39,7.6
2017,10,10,08,54,7.6
2017,10,10,09,09,7.3
2017,10,10,09,24,7.9
2017,10,10,09,39,7.5
2017,10,10,09,54,7.0
2017,10,10,10,09,8.0
2017,10,10,10,24,7.9
2017,10,10,10,39,7.9
2017,10,10,10,54,8.1
2017,10,10,11,09,7.3
2017,10,10,11,24,15.4
2017,10,10,11,39,8.3
2017,10,10,11,54,9.0
2017,10,10,12,09,8.6
2017,10,10,12,24,10.0
2017,10,10,12,39,14.4
2017,10,10,12,54,10.4
2017,10,10,13,09,13.3
2017,10,10,13,24,12.9
2017,10,10,13,39,8.3
2017,10,10,13,54,6.6
2017,10,10,14,09,7.0
2017,10,10,14,24,10.9
2017,10,10,14,39,7.2
2017,10,10,14,54,9.5
2017,10,10,15,09,10.0
2017,10,10,15,24,11.2
2017,10,10,15,39,12.3
2017,10,10,15,54,12.5
2017,10,10,16,09,12.7
2017,10,10,16,24,18.2
2017,10,10,16,39,19.0
2017,10,10,16,54,15.8
2017,10,10,17,09,14.7
2017,10,10,17,24,11.9
2017,10,10,17,39,12.0
2017,10,10,17,54,15.2
2017,10,10,18,09,12.0
2017,10,10,18,24,12.8
2017,10,10,18,39,10.6
2017,10,10,18,54,12.0
2017,10,10,19,09,10.3
2017,10,10,19,24,10.7
2017,10,10,19,39,12.3
2017,10,10,19,54,9.7
2017,10,10,20,09,9.8
2017,10,10,20,24,8.6
2017,10,10,20,39,9.0
2017,10,10,20,54,8.9
2017,10,10,21,09,11.9
2017,10,10,21,24,10.3
2017,10,10,21,39,9.1
2017,10,10,21,54,9.7
2017,10,10,22,09,7.6
2017,10,10,22,24,10.7
2017,10,10,22,39,10.2
2017,10,10,22,54,9.9
2017,10,10,23,09,7.4
2017,10,10,23,24,7.6
2017,10,10,23,39,7.9
2017,10,10,23,54,8.3
2017,10,10,00,09,7.8
2017,10,10,00,24,6.6
2017,10,10,00,39,7.0
2017,10,10,00,54,8.0
2017,10,10,01,09,7.8
2017,10,10,01,24,7.1
2017,10,10,01,39,6.6
2017,10,10,01,54,6.0
2017,10,10,02,09,5.6
2017,10,10,02,24,7.0
2017,10,10,02,39,6.8
2017,10,10,02,54,6.0
2017,10,10,03,09,5.9
2017,10,10,03,24,6.2
2017,10,10,03,39,7.5
2017,10,10,03,54,6.4
2017,10,10,04,09,6.2
2017,10,10,04,24,5.9
2017,10,10,04,39,5.6
2017,10,10,04,54,5.6
2017,10,10,05,09,5.5
2017,10,10,05,24,5.8
2017,10,10,05,39,6.3
2017,10,10,05,54,6.5
2017,10,10,06,09,6.3
2017,10,10,06,24,6.3
2017,10,10,06,39,5.9
2017,10,10,06,54,5.8
2017,10,10,07,09,5.7
2017,10,10,07,24,5.7
2017,10,10,07,39,6.5
2017,10,10,07,54,7.8
2017,10,10,08,09,8.0
2017,10,10,08,24,7.9
2017,10,10,08,39,10.3
2017,10,10,08,54,8.6
2017,10,10,09,09,8.4
2017,10,10,09,24,7.8
2017,10,10,09,39,8.8
2017,10,10,09,54,9.4
2017,10,10,10,09,9.5
2017,10,10,10,24,8.4
2017,10,10,10,39,13.7
2017,10,10,10,54,11.8
2017,10,10,11,09,12.3
2017,10,10,11,24,12.5
2017,10,10,11,39,10.9
2017,10,10,11,54,9.1
2017,10,10,12,09,9.5
2017,10,10,12,24,9.0
2017,10,10,12,39,12.9
2017,10,10,12,54,9.5
2017,10,10,13,09,12.9
2017,10,10,13,24,12.2
2017,10,10,13,39,11.5
2017,10,10,13,54,14.6
2017,10,10,14,09,8.9
2017,10,10,14,24,11.0
2017,10,10,14,39,11.9
2017,10,10,14,54,12.2
2017,10,10,15,09,14.0
2017,10,10,15,24,10.7
2017,10,10,15,39,17.9
2017,10,10,15,54,10.3
2017,10,10,16,09,8.4
2017,10,10,16,24,9.6
2017,10,10,16,39,9.0
2017,10,10,16,54,11.6
2017,10,10,17,09,12.9
2017,10,10,17,24,12.0
2017,10,10,17,39,18.8
2017,10,10,17,54,15.7
2017,10,10,18,09,10.7
2017,10,10,18,24,11.0
2017,10,10,18,39,11.8
2017,10,10,18,54,17.8
2017,10,10,19,09,16.9
2017,10,10,19,24,11.2
2017,10,10,19,39,12.0
2017,10,10,19,54,10.4
2017,10,10,20,09,9.0
2017,10,10,20,24,8.2
2017,10,10,20,39,11.9
2017,10,10,20,54,9.1
2017,10,10,21,09,7.2
2017,10,10,21,24,8.7
2017,10,10,21,39,9.0
2017,10,10,21,54,9.8
2017,10,10,22,09,9.1
2017,10,10,22,24,9.3
2017,10,10,22,39,8.1
2017,10,10,22,54,8.4
2017,10,10,23,09,8.1
2017,10,10,23,24,7.4
2017,10,10,23,39,8.1
2017,10,10,23,54,7.0
2017,10,10,00,09,6.4
2017,10,10,00,24,7.9
2017,10,10,00,39,7.7
2017,10,10,00,54,7.6
2017,10,10,01,09,7.6
2017,10,10,01,24,7.9
2017,10,10,01,39,7.4
2017,10,10,01,54,7.2
2017,10,10,02,09,6.8
2017,10,10,02,24,6.7
2017,10,10,02,39,6.7
2017,10,10,02,54,5.8
2017,10,10,03,09,6.0
2017,10,10,03,24,6.7
2017,10,10,03,39,7.3
2017,10,10,03,54,7.0
2017,10,10,04,09,6.0
2017,10,10,04,24,5.7
2017,10,10,04,39,5.4
2017,10,10,04,54,5.8
2017,10,10,05,09,6.1
2017,10,10,05,24,5.9
2017,10,10,05,39,5.8
2017,10,10,05,54,5.9
2017,10,10,06,09,5.8
2017,10,10,06,24,5.8
2017,10,10,06,39,5.8
2017,10,10,06,54,5.9
2017,10,10,07,09,5.8
2017,10,10,07,24,5.8
2017,10,10,07,39,5.8
2017,10,10,07,54,8.0
2017,10,10,08,09,5.4
2017,10,10,08,24,5.5
2017,10,10,08,39,7.2
2017,10,10,08,54,6.1
2017,10,10,09,09,8.5
2017,10,10,09,24,6.3
2017,10,10,09,39,6.3
2017,10,10,09,54,6.8
2017,10,10,10,09,8.9
2017,10,10,10,24,8.8
2017,10,10,10,39,7.8
2017,10,10,10,54,17.7
2017,10,10,11,09,9.9
2017,10,10,11,24,9.0
2017,10,10,11,39,9.8
2017,10,10,11,54,8.6
2017,10,10,12,09,10.3
2017,10,10,12,24,9.1
2017,10,10,12,39,8.1
2017,10,10,12,54,11.0
2017,10,10,13,09,14.2
2017,10,10,13,24,10.2
2017,10,10,13,39,11.5
2017,10,10,13,54,8.4
2017,10,10,14,09,15.0
2017,10,10,14,24,14.8
2017,10,10,14,39,11.8
2017,10,10,14,54,11.0
2017,10,10,15,09,12.6
2017,10,10,15,24,10.3
2017,10,10,15,39,7.4
2017,10,10,15,54,9.8
2017,10,10,16,09,10.6
2017,10,10,16,24,9.4
2017,10,10,16,39,10.3
2017,10,10,16,54,7.3
2017,10,10,17,09,6.9
2017,10,10,17,24,8.8
2017,10,10,17,39,8.4
2017,10,10,17,54,14.2
2017,10,10,18,09,13.1
2017,10,10,18,24,10.7
2017,10,10,18,39,12.9
2017,10,10,18,54,10.8
2017,10,10,19,09,9.8
2017,10,10,19,24,14.5
2017,10,10,19,39,10.0
2017,10,10,19,54,11.4
2017,10,10,20,09,9.6
2017,10,10,20,24,11.1
2017,10,10,20,39,7.7
2017,10,10,20,54,8.3
2017,10,10,21,09,10.1
2017,10,10,21,24,14.8
2017,10,10,21,39,9.4
2017,10,10,21,54,9.3
2017,10,10,22,09,9.7
2017,10,10,22,24,10.9
2017,10,10,22,39,15.2
2017,10,10,22,54,13.1
2017,10,10,23,09,11.5
2017,10,10,23,24,13.2
2017,10,10,23,39,8.1
2017,10,10,23,54,7.8
2017,10,10,00,09,7.2
2017,10,10,00,24,8.4
2017,10,10,00,39,6.5
2017,10,10,00,54,8.9
2017,10,10,01,09,11.0
2017,10,10,01,24,7.4
2017,10,10,01,39,8.6
2017,10,10,01,54,7.7
2017,10,10,02,09,7.1
2017,10,10,02,24,7.2
2017,10,10,02,39,6.1
2017,10,10,02,54,7.1
2017,10,10,03,09,6.1
2017,10,10,03,24,6.1
2017,10,10,03,39,6.2
2017,10,10,03,54,5.6
2017,10,10,04,09,5.8
2017,10,10,04,24,5.8
2017,10,10,04,39,5.8
2017,10,10,04,54,5.7
2017,10,10,05,09,5.7
2017,10,10,05,24,5.9
2017,10,10,05,39,5.5
2017,10,10,05,54,5.8
2017,10,10,06,09,5.9
2017,10,10,06,24,5.7
2017,10,10,06,39,5.8
2017,10,10,06,54,5.7
2017,10,10,07,09,5.7
2017,10,10,07,24,7.7
2017,10,10,07,39,7.5
2017,10,10,07,54,7.0
2017,10,10,08,09,10.4
2017,10,10,08,24,8.1
2017,10,10,08,39,9.9
2017,10,10,08,54,6.6
2017,10,10,09,09,7.5
2017,10,10,09,24,6.9
2017,10,10,09,39,8.8
2017,10,10,09,54,8.8
2017,10,10,10,09,9.9
2017,10,10,10,24,7.5
2017,10,10,10,39,7.9
2017,10,10,10,54,9.4
2017,10,10,11,09,9.9
2017,10,10,11,24,10.8
2017,10,10,11,39,10.5
2017,10,10,11,54,11.1
2017,10,10,12,09,15.1
2017,10,10,12,24,9.8
2017,10,10,12,39,11.4
2017,10,10,12,54,11.3
2017,10,10,13,09,10.5
2017,10,10,13,24,8.5
2017,10,10,13,39,9.3
2017,10,10,13,54,10.3
2017,10,10,14,09,12.2
2017,10,10,14,24,9.2
2017,10,10,14,39,8.2
2017,10,10,14,54,9.1
2017,10,10,15,09,8.3
2017,10,10,15,24,10.5
2017,10,10,15,39,8.4
2017,10,10,15,54,10.3
2017,10,10,16,09,9.2
2017,10,10,16,24,13.2
2017,10,10,16,39,9.2
2017,10,10,16,54,7.9
2017,10,10,17,09,8.1
2017,10,10,17,24,7.6
2017,10,10,17,39,8.0
2017,10,10,17,54,8.5
2017,10,10,18,09,7.3
2017,10,10,18,24,9.0
2017,10,10,18,39,9.7
2017,10,10,18,54,10.1
2017,10,10,19,09,11.6
2017,10,10,19,24,12.4
2017,10,10,19,39,16.5
2017,10,10,19,54,9.8
2017,10,10,20,09,8.3
2017,10,10,20,24,10.3
2017,10,10,20,39,11.5
2017,10,10,20,54,11.4
2017,10,10,21,09,11.6
2017,10,10,21,24,13.3
2017,10,10,21,39,10.2
2017,10,10,21,54,10.1
2017,10,10,22,09,11.1
2017,10,10,22,24,11.2
2017,10,10,22,39,7.2
2017,10,10,22,54,7.0
2017,10,10,23,09,8.0
2017,10,10,23,24,7.3
2017,10,10,23,39,7.3
2017,10,10,23,54,6.9
2017,10,10,00,09,6.9
2017,10,10,00,24,6.6
2017,10,10,00,39,6.3
2017,10,10,00,54,6.1
2017,10,10,01,09,6.0
2017,10,10,01,24,6.1
2017,10,10,01,39,7.0
2017,10,10,01,54,6.8
2017,10,10,02,09,6.0
2017,10,10,02,24,6.0
2017,10,10,02,39,5.6
2017,10,10,02,54,5.6
2017,10,10,03,09,7.1
2017,10,10,03,24,8.2
2017,10,10,03,39,7.2
2017,10,10,03,54,6.1
2017,10,10,04,09,5.9
2017,10,10,04,24,5.5
2017,10,10,04,39,5.7
2017,10,10,04,54,5.5
2017,10,10,05,09,5.8
2017,10,10,05,24,6.0
2017,10,10,05,39,5.8
2017,10,10,05,54,5.6
2017,10,10,06,09,5.4
2017,10,10,06,24,5.7
2017,10,10,06,39,5.9
2017,10,10,06,54,5.8
2017,10,10,07,09,6.2
2017,10,10,07,24,7.1
2017,10,10,07,39,8.1
2017,10,10,07,54,8.1
2017,10,10,08,09,8.9
2017,10,10,08,24,9.3
2017,10,10,08,39,7.6
2017,10,10,08,54,8.0
2017,10,10,09,09,10.0
2017,10,10,09,24,9.7
2017,10,10,09,39,7.7
2017,10,10,09,54,8.2
2017,10,10,10,09,8.7
2017,10,10,10,24,6.8
2017,10,10,10,39,8.2
2017,10,10,10,54,8.5
2017,10,10,11,09,8.2
2017,10,10,11,24,7.0
2017,10,10,11,39,7.9
2017,10,10,11,54,7.9
2017,10,10,12,09,10.3
2017,10,10,12,24,11.7
2017,10,10,12,39,10.1
2017,10,10,12,54,9.8
2017,10,10,13,09,13.0
2017,10,10,13,24,12.1
2017,10,10,13,39,10.8
2017,10,10,13,54,12.2
2017,10,10,14,09,9.8
2017,10,10,14,24,9.2
2017,10,10,14,39,8.2
2017,10,10,14,54,9.0
2017,10,10,15,09,9.0
2017,10,10,15,24,9.8
2017,10,10,15,39,8.3
2017,10,10,15,54,8.1
2017,10,10,16,09,8.8
2017,10,10,16,24,8.2
2017,10,10,16,39,9.6
2017,10,10,16,54,10.0
2017,10,10,17,09,10.7
2017,10,10,17,24,8.7
2017,10,10,17,39,8.9
2017,10,10,17,54,10.0
2017,10,10,18,09,11.9
2017,10,10,18,24,9.1
2017,10,10,18,39,10.9
2017,10,10,18,54,12.9
2017,10,10,19,09,10.5
2017,10,10,19,24,8.9
2017,10,10,19,39,9.3
2017,10,10,19,54,8.5
2017,10,10,20,09,17.1
2017,10,10,20,24,14.5
2017,10,10,20,39,9.0
2017,10,10,20,54,10.0
2017,10,10,21,09,9.7
2017,10,10,21,24,9.0
2017,10,10,21,39,11.2
2017,10,10,21,54,9.5
2017,10,10,22,09,10.1
2017,10,10,22,24,12.3
2017,10,10,22,39,12.9
2017,10,10,22,54,9.9
2017,10,10,23,09,9.6
2017,10,10,23,24,9.7
2017,10,10,23,39,7.8
2017,10,10,23,54,10.1
2017,10,10,00,09,6.9
2017,10,10,00,24,8.9
2017,10,10,00,39,9.9
2017,10,10,00,54,6.2
2017,10,10,01,09,6.2
2017,10,10,01,24,6.6
2017,10,10,01,39,6.3
2017,10,10,01,54,7.9
2017,10,10,02,09,6.2
2017,10,10,02,24,6.1
2017,10,10,02,39,6.2
2017,10,10,02,54,5.8
2017,10,10,03,09,6.1
2017,10,10,03,24,6.0
2017,10,10,03,39,6.1
2017,10,10,03,54,6.3
2017,10,10,04,09,6.0
2017,10,10,04,24,5.9
2017,10,10,04,39,5.9
2017,10,10,04,54,5.5
2017,10,10,05,09,5.5
2017,10,10,05,24,6.1
2017,10,10,05,39,5.7
2017,10,10,05,54,6.0
2017,10,10,06,09,5.8
2017,10,10,06,24,5.8
2017,10,10,06,39,5.8
2017,10,10,06,54,5.8
2017,10,10,07,09,7.1
2017,10,10,07,24,7.5
2017,10,10,07,39,8.5
2017,10,10,07,54,8.4
2017,10,10,08,09,8.2
2017,10,10,08,24,9.0
2017,10,10,08,39,8.4
2017,10,10,08,54,8.3
2017,10,10,09,09,9.0
2017,10,10,09,24,8.9
2017,10,10,09,39,8.0
2017,10,10,09,54,8.5
2017,10,10,10,09,9.3
2017,10,10,10,24,8.9
2017,10,10,10,39,11.1
2017,10,10,10,54,12.9
2017,10,10,11,09,9.3
2017,10,10,11,24,9.6
2017,10,10,11,39,8.1
2017,10,10,11,54,7.5
2017,10,10,12,09,11.2
2017,10,10,12,24,8.2
2017,10,10,12,39,8.7
2017,10,10,12,54,9.5
2017,10,10,13,09,12.0
2017,10,10,13,24,8.2
2017,10,10,13,39,11.4
2017,10,10,13,54,7.7
2017,10,10,14,09,6.9
2017,10,10,14,24,6.8
2017,10,10,14,39,7.0
2017,10,10,14,54,6.7
2017,10,10,15,09,8.8
2017,10,10,15,24,6.8
2017,10,10,15,39,6.5
2017,10,10,15,54,6.6
2017,10,10,16,09,6.5
2017,10,10,16,24,6.7
2017,10,10,16,39,6.1
2017,10,10,16,54,6.7
2017,10,10,17,09,8.0
2017,10,10,17,24,8.6
2017,10,10,17,39,10.1
2017,10,10,17,54,9.8
2017,10,10,18,09,9.1
2017,10,10,18,24,15.2
2017,10,10,18,39,14.3
2017,10,10,18,54,10.5
2017,10,10,19,09,13.6
2017,10,10,19,24,17.5
2017,10,10,19,39,26.1
2017,10,10,19,54,23.4
2017,10,10,20,09,15.7
2017,10,10,20,24,9.3
2017,10,10,20,39,11.2
2017,10,10,20,54,9.2
2017,10,10,21,09,9.4
2017,10,10,21,24,12.6
2017,10,10,21,39,10.2
2017,10,10,21,54,15.3
2017,10,10,22,09,14.2
2017,10,10,22,24,16.8
2017,10,10,22,39,11.6
2017,10,10,22,54,11.7
2017,10,10,23,09,11.6
2017,10,10,23,24,11.4
2017,10,10,23,39,9.9
2017,10,10,23,54,10.0
